packet_id,record_uid,slug,cve,tool,advisory_class,in_patched_file,same_callable_as_change,on_exact_changed_line,A_class_relation,A_root_cause_relation,A_evidence_quality,A_confidence,A_reason_code,B_class_relation,B_root_cause_relation,B_evidence_quality,B_confidence,B_reason_code
0f8a72fc489e5a3f8bcf1fcec73553d657d6e4a89974d306ea3f6aedd514b27d,730fc817-dc2d-5b58-9ec3-7996c8354cb2,wp-security-audit-log,CVE-2026-45435,wpt,xss,False,False,False,MISMATCH,UNRELATED,PARTIAL,MEDIUM,OTHER,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
117107b5f9b2e7aa538e2096bf7959b979a5024b314bee49469972955403f43d,c6d2440d-2543-5850-9f23-a9b7188e8131,court-reservation,CVE-2026-39675,wpt,auth,True,False,False,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,PARTIAL,MEDIUM,LOCATION_ONLY,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,HIGH,LOCATION_ONLY
119ae5181a989b6926037d89d451b86eeb704482004b5f5ef4cb7da5b64b17f1,5b5e036f-b019-54e8-93a2-fefde0fd627a,motors-car-dealership-classified-listings,CVE-2026-54814,semgrep,lfi,False,False,False,MISMATCH,UNRELATED,SUFFICIENT,MEDIUM,OTHER,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
11aa7fbe708648277838989f9022b18841ac3c0f383ab5ed263c26833bef93dd,a45eb7c4-8df0-5761-a585-d9a1a4aad83b,breadcrumb-navxt,-,wisp,other,True,False,False,MISMATCH,UNRELATED,SUFFICIENT,MEDIUM,PATCH_TOO_BROAD,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
12c6dd432705d7add9f2652d49e7cf017e4c45b75111b13b7114fa77c7cb1547,9c9e31e9-266d-5b2f-ac57-e8c9fda5e008,easy-table-of-contents,CVE-2026-32343,wisp,csrf,False,False,False,MISMATCH,UNRELATED,SUFFICIENT,MEDIUM,OTHER,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
132417155e51ae173f9d7fbf572d354f498e441f7ac386541b0dd47f1cfbda6f,e4e809e9-346f-52f8-8973-aedf0f2d0033,products-file-upload-for-woocommerce,CVE-2026-25328,progpilot,lfi,True,True,True,MATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,HIGH,LOCATION_ONLY,MATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,HIGH,LOCATION_ONLY
142c210ac575bb5bda87219487dcfe2690e5192471fec20a6906187424e1d5ed,e27dc6f2-69f7-52bf-bc84-e66905822030,userfeedback-lite,CVE-2026-39475,semgrep,sqli,False,False,False,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
1441ca9314342a6f1bcec5dff6be502f9c144306cdf5911143a578f208fab4cc,b787eeeb-902a-57e6-bf0c-75ac820385ce,review-schema,CVE-2026-25344,wisp,other,True,True,True,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,HIGH,LOCATION_ONLY,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,HIGH,LOCATION_ONLY
16d56bb24240a1f0d14d8c2b2eed27b58f3e11e49d8e554c20bc6bf066492602,60deea4e-cf45-5f12-ae05-27ad1cd6dcbe,w3-total-cache,CVE-2025-9501,semgrep,rce,False,False,False,MISMATCH,UNRELATED,SUFFICIENT,MEDIUM,OTHER,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
16f9f81a117a0354b5ccce3523cc4467c7f3a88e87a267454681494b45311fca,2f52a16c-4ae7-5fcd-996e-5142e042b6ee,automatorwp,CVE-2026-42775,semgrep,other,False,False,False,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,MEDIUM,LOCATION_ONLY,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
1c2bbfa2b17cffb409c0cb67cbdc058519cb82f3230bcc0ca2380ab703e6717e,c8e69fe1-0d3d-5f9b-a0bd-e059693bf9ab,essential-addons-for-elementor-lite,CVE-2024-3018,wisp,deserial,True,False,False,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,HIGH,LOCATION_ONLY,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,MEDIUM,LOCATION_ONLY
1deca2ba35bc4aef8510f20efbc8d87256162246bcdef725fffe45a6de170cf6,730fc817-dc2d-5b58-9ec3-7996c8354cb2,wp-security-audit-log,CVE-2026-45435,semgrep,xss,False,False,False,MATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,MEDIUM,LOCATION_ONLY,MATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,MEDIUM,OTHER
1ff321b58c2e2d3d73837d62913560e5a470ed21f76807ebcc6405e9173783f1,69b4a420-d46f-51bd-9eb1-9911608fd630,cf7-styler,CVE-2026-27393,wisp,auth,False,False,False,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
20361c1dbe93c6d1df985f498c9d2594cf48a0527b9d716049efeebe534384b5,61589af2-2a1f-5fb0-a96a-badb624868e4,instantio,CVE-2026-39571,wisp,other,False,False,False,MATCH,UNRELATED,SUFFICIENT,HIGH,OTHER,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
2109d2c48b5b08e0002d30f40a01e9e33095cdaebbc905a9012e807bd160a68f,c204c063-cba5-5740-9158-9f5b91c68f6d,latepoint,CVE-2026-49083,wisp,other,False,False,False,MATCH,UNRELATED,SUFFICIENT,HIGH,OTHER,UNCERTAIN,UNRELATED,SUFFICIENT,HIGH,OTHER
21d71ebfd6d9cffe97be10041000ebcb82fca3e94ed784ef7c0f8a562a9380f1,6fe601ed-b63a-5586-b1f8-63ba25a78b4b,faustwp,CVE-2026-49062,wpt,auth,True,False,False,MATCH,RELATED_AREA_DIFFERENT_DEFECT,PARTIAL,MEDIUM,PATCH_TOO_BROAD,MATCH,RELATED_AREA_DIFFERENT_DEFECT,PARTIAL,MEDIUM,LOCATION_ONLY
21dd4851304912cb5b05939bf8f48495c1aa58b07c58af889f4795519c90ef76,13fa76d9-fe7d-5db3-ad30-b97a0388badc,ecab-taxi-booking-manager,CVE-2026-28040,wisp,xss,True,False,False,MISMATCH,UNRELATED,SUFFICIENT,MEDIUM,OTHER,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
21f99eb2840640ac6bf5b0805ed0afed15f28c3c58de134019788cc967388a51,9d2723eb-ccdf-56db-8cfd-9f0fe6659b50,generateblocks,CVE-2026-48877,semgrep,other,False,False,False,MISMATCH,UNRELATED,INSUFFICIENT,LOW,OTHER,UNCERTAIN,UNRELATED,PARTIAL,MEDIUM,OTHER
2495bbcade259cca3a96c2d4b75dae729a66980dd0a80299f08b43982d535101,7361b8f7-1de1-57d3-ab73-aab51e9ebf14,geo-mashup,CVE-2026-27427,wpt,xss,False,False,False,MATCH,RELATED_AREA_DIFFERENT_DEFECT,PARTIAL,MEDIUM,LOCATION_ONLY,MATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
26269d4ea084966fe0c9221b23a28f2929f847261bc756270d79e65dd9adb58f,df6e8b4b-b8e6-5a35-b257-92b5681715b4,yml-for-yandex-market,CVE-2026-32567,wisp,lfi,True,False,False,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,PARTIAL,LOW,LOCATION_ONLY,MISMATCH,UNRELATED,PARTIAL,MEDIUM,OTHER
26f150effe3a9d0bc32bdeb445fd2d175f2a5d84d58d22f8b070b5696b53ec2d,5669466d-2a47-5795-964c-03dc264a2801,post-smtp,CVE-2026-48838,wisp,other,False,False,False,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,PARTIAL,MEDIUM,LOCATION_ONLY,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,MEDIUM,OTHER
28443145f6713a26bb1d3782e90de894ad6b862956433bf37111f13d400eaef3,7721e9ed-f668-5a64-8a0b-27aba5a61660,ultimate-addons-for-gutenberg,CVE-2026-42648,wpt,auth,False,False,False,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,HIGH,LOCATION_ONLY,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
2948af80b31ce8551c0adfb0d36a01a02486b9b6197142b9e7e6436f11776c4b,433edce6-47c4-5099-a1f1-3195bd77f082,wp-full-stripe-free,CVE-2026-42378,semgrep,other,True,False,False,MISMATCH,SAME_DEFECT,SUFFICIENT,MEDIUM,WRONG_CLASS,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,MEDIUM,LOCATION_ONLY
2af05bab0d0524e561a5a800d45a8a906765bac81d0376597faaef562fc59c74,fd3bfa4c-4a48-5ce9-b5e2-d2f27ede7b83,official-mailerlite-sign-up-forms,CVE-2026-25420,wpt,auth,False,False,False,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,MEDIUM,LOCATION_ONLY,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,MEDIUM,OTHER
2e8716a872899c09ffc2f3f30e6a155e45bd648c48a3476d568197bcbfe42504,ac8264cd-2957-57b3-aa4e-aa0453d02541,wpforms-lite,CVE-2026-40764,semgrep,csrf,False,False,False,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
2ee57fa473a029498e8c46a5d03543660e050323b5707de24eec6319f746091e,433edce6-47c4-5099-a1f1-3195bd77f082,wp-full-stripe-free,CVE-2026-42378,semgrep,other,True,False,False,MISMATCH,SAME_DEFECT,SUFFICIENT,MEDIUM,WRONG_CLASS,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,MEDIUM,LOCATION_ONLY
2f86d4e7439fc67946f5abaf130249859d4eba106fdaf6dbe6edb57504f54328,7721e9ed-f668-5a64-8a0b-27aba5a61660,ultimate-addons-for-gutenberg,CVE-2026-42648,wpt,auth,False,False,False,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,HIGH,LOCATION_ONLY,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
30664f299ad5a999e336b5175ba11abef4f26b5995200128aabb3f38886f0faa,76e861df-31ab-5502-9c65-0b7e456e04d9,quickwebp,CVE-2026-42756,wisp,lfi,True,False,False,MATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,MEDIUM,LOCATION_ONLY,MATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,HIGH,LOCATION_ONLY
311ee193f94ea966b6331d987185d4720f9f3c06bc6582277df6eeb3b723ade8,aee8f3c2-26e7-581f-8019-27bd44bb2eb1,new-user-approve,CVE-2025-69063,wpt,auth,False,False,False,MATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,MEDIUM,DIFFERENT_CALL_PATH,MATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
32560bb568166430cf26ad42acb84eb078f1daba0729a6232e17f3a0e909864e,af7b8c2b-06a7-559f-a6b6-fd616382a312,bdthemes-element-pack-lite,CVE-2026-40745,semgrep,sqli,True,False,False,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
32ef3098e835c34b75be004ac4e8798b3b308c32d77d3479ece13ada575d08c5,0af1c547-0c69-51eb-ac4f-da03323af3e7,cleantalk-spam-protect,CVE-2022-3302,wisp,sqli,False,False,False,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,HIGH,LOCATION_ONLY,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
33e8432594b2702f153b393d6a4efbd37b4f743d7e4ad78158bae9dec1c4075d,a0283747-8722-5ddf-a34a-ce854d47bcd5,backwpup,-,wpt,rce,False,False,False,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER,UNCERTAIN,UNRELATED,PARTIAL,MEDIUM,OTHER
343b7fb94480ce754980a976cc661fec7fb779cc8946a9684df78993d6764235,be4672f1-b5a7-5ce7-9109-d3377ba320ce,rsvp,CVE-2026-39536,wpt,other,True,False,False,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,MEDIUM,LOCATION_ONLY,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,HIGH,LOCATION_ONLY
35e47f32f869a8f2b4599f31ad24a89d83d4aa9bab9b86c5e7f4a1e5589e7bda,fd3bfa4c-4a48-5ce9-b5e2-d2f27ede7b83,official-mailerlite-sign-up-forms,CVE-2026-25420,semgrep,auth,False,False,False,MATCH,SAME_DEFECT,SUFFICIENT,MEDIUM,SAME_SOURCE_SINK,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
383284868b0b5625e92d678c635e836ee850f76ff6b59f133f9f74438914d51d,46f3f81a-06b5-5e7a-952e-af678a2eea1e,geo-mashup,CVE-2026-48967,semgrep,other,True,False,False,MISMATCH,UNRELATED,SUFFICIENT,MEDIUM,OTHER,MISMATCH,UNRELATED,SUFFICIENT,MEDIUM,OTHER
383fba21dbc1963e7012c9310cda8d6480bf9fce5a1f75341f9e12952515efa0,64cd86ea-16f0-5185-8dea-3886575e33c5,wp-google-map-plugin,CVE-2026-39492,wpt,other,False,False,False,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,MEDIUM,LOCATION_ONLY,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
38ed66b3e427acd956da408d54a74e2818ec49cc05ac09f6e5029d6aec206d27,bd26476a-dc36-516a-af10-de8701b9a16e,icon-list-block,CVE-2026-32359,wisp,xss,True,False,False,MATCH,RELATED_AREA_DIFFERENT_DEFECT,PARTIAL,MEDIUM,LOCATION_ONLY,MATCH,RELATED_AREA_DIFFERENT_DEFECT,PARTIAL,LOW,OTHER
38f7b2e0dad1ac1bb1edd38cf14faa3c45bc65adcd0ff4e2383a2f3993207468,8205faca-4c0e-5aa7-9dc5-5c9f451db430,generateblocks,CVE-2021-24751,wisp,xss,False,False,False,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
3c6d1bfdfdb3b640c251e65454ce4ed9240f685a8c113fb333a5ecf45b70d995,bceeb7c5-da46-50e6-8449-da23b09a57e8,wpcomplete,CVE-2026-42750,wpt,xss,True,False,False,MATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,MEDIUM,LOCATION_ONLY,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,HIGH,LOCATION_ONLY
3d2dd040166b33a005f858b1a13dd46739016986b54872b5f5970e6b953a8319,e6a22a4c-a335-558a-8adb-2edc48decfe0,squirrly-seo,CVE-2026-52714,wpt,other,False,False,False,UNCERTAIN,INSUFFICIENT_EVIDENCE,INSUFFICIENT,LOW,TOOL_REPORT_INCOMPLETE,UNCERTAIN,INSUFFICIENT_EVIDENCE,INSUFFICIENT,LOW,OTHER
3e2a4d318b9c0453be8c4306797c9890d8d67181090ca68966f83e37419c144a,c204c063-cba5-5740-9158-9f5b91c68f6d,latepoint,CVE-2026-49083,semgrep,other,False,False,False,MISMATCH,UNRELATED,PARTIAL,MEDIUM,OTHER,UNCERTAIN,UNRELATED,PARTIAL,HIGH,OTHER
3ee75aaa7bb026dda241dd4a56ddc3a7cba6cb6afd15acdbf253f6243c00c16e,b995fc33-32fd-5462-a8c1-82de27eb54fc,b2bking-wholesale-for-woocommerce,CVE-2026-27346,wisp,auth,False,False,False,MATCH,UNRELATED,PARTIAL,MEDIUM,OTHER,MATCH,UNRELATED,PARTIAL,MEDIUM,OTHER
419781f958c9ed8208b4f629fe8d8b800f0aa9ff7310f1d7f175b404235a45ea,af7b8c2b-06a7-559f-a6b6-fd616382a312,bdthemes-element-pack-lite,CVE-2026-40745,wpt,sqli,False,False,False,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
4564fc1782d26c5bf031626c678403c3c9908fca0674c2c203534ad1efa774a2,c8ccb6e1-0747-569a-b0db-29acf7893b43,the-post-grid,CVE-2026-49054,wpt,auth,True,False,False,MISMATCH,UNRELATED,SUFFICIENT,MEDIUM,OTHER,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
46732d2e84c3a4ca197e74ab819e894f227c034059f060667b1e5e92ad55cfe1,c8e69fe1-0d3d-5f9b-a0bd-e059693bf9ab,essential-addons-for-elementor-lite,CVE-2024-3018,wisp,deserial,True,False,False,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,HIGH,LOCATION_ONLY,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,MEDIUM,LOCATION_ONLY
49ae6b52da2ad9139ad6efc11d0b563f542f76f8a0b8899c0807e01fb31f028a,69b4a420-d46f-51bd-9eb1-9911608fd630,cf7-styler,CVE-2026-27393,semgrep,auth,True,False,False,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,MEDIUM,LOCATION_ONLY,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,HIGH,LOCATION_ONLY
4b03f04d6e88490dd2248935c42652a52ce97b0aea3e7eb222669e20e229cc20,fd3bfa4c-4a48-5ce9-b5e2-d2f27ede7b83,official-mailerlite-sign-up-forms,CVE-2026-25420,wisp,auth,True,False,False,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,MEDIUM,LOCATION_ONLY,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,HIGH,LOCATION_ONLY
4b3df04f1bf09ec8c90676a8618b6bc83681b2cec934211007f41ab823f313dd,40b92e73-2ee9-579a-8b8f-97bc3e86672c,cp-contact-form-with-paypal,CVE-2026-32433,semgrep,sqli,False,False,False,MATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,HIGH,LOCATION_ONLY,MATCH,UNRELATED,SUFFICIENT,MEDIUM,OTHER
4cb6592b4fa1d6e1e3b3207d5306125055613bf398bf439d9759c12da64f181d,48c9ffd1-141b-5cfc-b63c-0894f669fbcc,visitor-maps-extended-referer-field,CVE-2025-69389,wpt,xss,True,False,False,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,PARTIAL,MEDIUM,LOCATION_ONLY,MISMATCH,INSUFFICIENT_EVIDENCE,INSUFFICIENT,LOW,OTHER
4e02c5f64e4ffa6611ff507d33739a65dce68bae59406f763c337955d94782be,bc3584ca-3b58-597b-b060-9fb3bbbeb576,groundhogg,CVE-2026-40727,wisp,other,False,False,False,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,MEDIUM,LOCATION_ONLY,MISMATCH,UNRELATED,SUFFICIENT,MEDIUM,OTHER
4fb5723e826716bf1d7ee327189d1956e4860b89ee0310ab54b209d60b3538fe,d284fb63-a2cb-52d0-9f60-87bcefb65fb4,seriously-simple-podcasting,CVE-2026-39505,progpilot,auth,False,False,False,MISMATCH,UNRELATED,PARTIAL,MEDIUM,OTHER,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
50e086f47e2146347dfe6ffdb566648119d0d242473e8804c16c3eeccd8551ef,393a63c2-e21b-56cc-84c0-91d3171910a8,fluent-cart,CVE-2025-67971,wisp,xss,True,False,False,UNCERTAIN,RELATED_AREA_DIFFERENT_DEFECT,PARTIAL,LOW,PATCH_TOO_BROAD,MISMATCH,UNRELATED,PARTIAL,MEDIUM,OTHER
5377276a28bf5e1a7bb2f845905a5991f819425ccd264a422c83b1269174dbd6,bf2991e6-d134-5ec2-ab55-ed8a89cc582f,advanced-iframe,CVE-2026-25453,semgrep,xss,True,True,False,MATCH,RELATED_AREA_DIFFERENT_DEFECT,PARTIAL,LOW,LOCATION_ONLY,MATCH,UNRELATED,SUFFICIENT,MEDIUM,OTHER
53ba17c05617bd318bba9ebe9dd2a2c4dde799161a2ef62cf690aeb05305aaaf,0dfa37a9-7af8-51d1-ae6e-77ee458ff9bf,advanced-coupons-for-woocommerce-free,CVE-2026-39508,wpt,xss,False,False,False,MATCH,RELATED_AREA_DIFFERENT_DEFECT,PARTIAL,LOW,LOCATION_ONLY,MATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
59d1b32bfc98a6b7f0a9b8dc1bd8af4fd4244986cfafbd8e0488a193f53e6ea2,69b4a420-d46f-51bd-9eb1-9911608fd630,cf7-styler,CVE-2026-27393,semgrep,auth,True,False,False,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,MEDIUM,LOCATION_ONLY,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,HIGH,LOCATION_ONLY
5be6b26061909b911e1a6bbe4c80789d2e8dfed48edbbcaa4a245848a6525215,35c71a18-94f9-568c-87c8-aaac138ef156,image-optimization,CVE-2026-25387,wpt,auth,True,False,False,MATCH,SAME_DEFECT,PARTIAL,MEDIUM,SAME_SENSITIVE_OPERATION,MATCH,SAME_DEFECT,PARTIAL,MEDIUM,SAME_SENSITIVE_OPERATION
5c6f48479089ce383ababec8d00e3eba3fb3ed2741ad8538f4bdd4eb126d5906,0af1c547-0c69-51eb-ac4f-da03323af3e7,cleantalk-spam-protect,CVE-2022-3302,wpt,sqli,True,False,False,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,HIGH,LOCATION_ONLY,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
5cc640a1e1c7a41d2f89c7575e0c84cd462df88584165efd5e178cd868762f5c,3d65894a-d87a-5dd2-8ffc-4615908672d5,checkout-upsell-and-order-bumps,CVE-2026-25419,wisp,auth,False,False,False,MISMATCH,UNRELATED,SUFFICIENT,MEDIUM,OTHER,MATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
5ce175b542f50dfb1b5a83b5cf148436128f0703b71e2493453f79b66ec675ce,9d2723eb-ccdf-56db-8cfd-9f0fe6659b50,generateblocks,CVE-2026-48877,wpt,other,False,False,False,MISMATCH,UNRELATED,SUFFICIENT,MEDIUM,OTHER,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
5d3f77e66b3fba97549f9b5869b92e0b1e99484f771c40f8ca4985546508fd40,40b92e73-2ee9-579a-8b8f-97bc3e86672c,cp-contact-form-with-paypal,CVE-2026-32433,wisp,sqli,False,False,False,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
63df46423e072d4c2bf36c6837339544bd78056c758d889ac7eb3d846d0d1884,06e48f4c-a389-52a4-be5d-46586b1421aa,filr-protection,CVE-2026-28133,wpt,upload,False,False,False,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,PARTIAL,LOW,LOCATION_ONLY,MISMATCH,INSUFFICIENT_EVIDENCE,INSUFFICIENT,LOW,OTHER
6584228f0f28410a0c08b6b1a67c50608883f96615eb663aeff097ed2e04ff9f,9b6b64dc-926c-5e4b-b2f0-76bc4630a13f,alttext-ai,CVE-2026-25348,progpilot,auth,True,True,False,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,HIGH,LOCATION_ONLY,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
